Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,Case13 Spectral Count,Case3 Spectral Count,Case9 Spectral Count,Case12 Spectral Count,Case6 Spectral Count,Case8 Spectral Count,Case11 Spectral Count,Case16 Spectral Count,Case19 Spectral Count,Case15 Spectral Count,Case18 Spectral Count,Case7 Spectral Count,Case20 Spectral Count,Case10 Spectral Count,Case14 Spectral Count,Case4 Spectral Count,Case1 Spectral Count,Case17 Spectral Count,Case5 Spectral Count,Case2 Spectral Count,Control15 Spectral Count,Control1 Spectral Count,Control18 Spectral Count,Control3 Spectral Count,Control10 Spectral Count,Control11 Spectral Count,Control13 Spectral Count,Control17 Spectral Count,Control5 Spectral Count,Control16 Spectral Count,Control14 Spectral Count,Control6 Spectral Count,Control9 Spectral Count,Control20 Spectral Count,Control2 Spectral Count,Control7 Spectral Count,Control8 Spectral Count,Control19 Spectral Count,Control4 Spectral Count,Control12 Spectral Count,Case13 Unique Spectral Count,Case3 Unique Spectral Count,Case9 Unique Spectral Count,Case12 Unique Spectral Count,Case6 Unique Spectral Count,Case8 Unique Spectral Count,Case11 Unique Spectral Count,Case16 Unique Spectral Count,Case19 Unique Spectral Count,Case15 Unique Spectral Count,Case18 Unique Spectral Count,Case7 Unique Spectral Count,Case20 Unique Spectral Count,Case10 Unique Spectral Count,Case14 Unique Spectral Count,Case4 Unique Spectral Count,Case1 Unique Spectral Count,Case17 Unique Spectral Count,Case5 Unique Spectral Count,Case2 Unique Spectral Count,Control15 Unique Spectral Count,Control1 Unique Spectral Count,Control18 Unique Spectral Count,Control3 Unique Spectral Count,Control10 Unique Spectral Count,Control11 Unique Spectral Count,Control13 Unique Spectral Count,Control17 Unique Spectral Count,Control5 Unique Spectral Count,Control16 Unique Spectral Count,Control14 Unique Spectral Count,Control6 Unique Spectral Count,Control9 Unique Spectral Count,Control20 Unique Spectral Count,Control2 Unique Spectral Count,Control7 Unique Spectral Count,Control8 Unique Spectral Count,Control19 Unique Spectral Count,Control4 Unique Spectral Count,Control12 Unique Spectral Count,Case13 Total Spectral Count,Case3 Total Spectral Count,Case9 Total Spectral Count,Case12 Total Spectral Count,Case6 Total Spectral Count,Case8 Total Spectral Count,Case11 Total Spectral Count,Case16 Total Spectral Count,Case19 Total Spectral Count,Case15 Total Spectral Count,Case18 Total Spectral Count,Case7 Total Spectral Count,Case20 Total Spectral Count,Case10 Total Spectral Count,Case14 Total Spectral Count,Case4 Total Spectral Count,Case1 Total Spectral Count,Case17 Total Spectral Count,Case5 Total Spectral Count,Case2 Total Spectral Count,Control15 Total Spectral Count,Control1 Total Spectral Count,Control18 Total Spectral Count,Control3 Total Spectral Count,Control10 Total Spectral Count,Control11 Total Spectral Count,Control13 Total Spectral Count,Control17 Total Spectral Count,Control5 Total Spectral Count,Control16 Total Spectral Count,Control14 Total Spectral Count,Control6 Total Spectral Count,Control9 Total Spectral Count,Control20 Total Spectral Count,Control2 Total Spectral Count,Control7 Total Spectral Count,Control8 Total Spectral Count,Control19 Total Spectral Count,Control4 Total Spectral Count,Control12 Total Spectral Count,Case13 Intensity,Case3 Intensity,Case9 Intensity,Case12 Intensity,Case6 Intensity,Case8 Intensity,Case11 Intensity,Case16 Intensity,Case19 Intensity,Case15 Intensity,Case18 Intensity,Case7 Intensity,Case20 Intensity,Case10 Intensity,Case14 Intensity,Case4 Intensity,Case1 Intensity,Case17 Intensity,Case5 Intensity,Case2 Intensity,Control15 Intensity,Control1 Intensity,Control18 Intensity,Control3 Intensity,Control10 Intensity,Control11 Intensity,Control13 Intensity,Control17 Intensity,Control5 Intensity,Control16 Intensity,Control14 Intensity,Control6 Intensity,Control9 Intensity,Control20 Intensity,Control2 Intensity,Control7 Intensity,Control8 Intensity,Control19 Intensity,Control4 Intensity,Control12 Intensity,Case13 MaxLFQ Intensity,Case3 MaxLFQ Intensity,Case9 MaxLFQ Intensity,Case12 MaxLFQ Intensity,Case6 MaxLFQ Intensity,Case8 MaxLFQ Intensity,Case11 MaxLFQ Intensity,Case16 MaxLFQ Intensity,Case19 MaxLFQ Intensity,Case15 MaxLFQ Intensity,Case18 MaxLFQ Intensity,Case7 MaxLFQ Intensity,Case20 MaxLFQ Intensity,Case10 MaxLFQ Intensity,Case14 MaxLFQ Intensity,Case4 MaxLFQ Intensity,Case1 MaxLFQ Intensity,Case17 MaxLFQ Intensity,Case5 MaxLFQ Intensity,Case2 MaxLFQ Intensity,Control15 MaxLFQ Intensity,Control1 MaxLFQ Intensity,Control18 MaxLFQ Intensity,Control3 MaxLFQ Intensity,Control10 MaxLFQ Intensity,Control11 MaxLFQ Intensity,Control13 MaxLFQ Intensity,Control17 MaxLFQ Intensity,Control5 MaxLFQ Intensity,Control16 MaxLFQ Intensity,Control14 MaxLFQ Intensity,Control6 MaxLFQ Intensity,Control9 MaxLFQ Intensity,Control20 MaxLFQ Intensity,Control2 MaxLFQ Intensity,Control7 MaxLFQ Intensity,Control8 MaxLFQ Intensity,Control19 MaxLFQ Intensity,Control4 MaxLFQ Intensity,Control12 MaxLFQ Intensity
sp|Q99447|PCY2_HUMAN,Q99447,PCY2_HUMAN,PCYT2,389,Homo sapiens,1:Experimental evidence at protein level,Ethanolamine-phosphate cytidylyltransferase,1,0.999,5,9,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,25037.492,0,0,0,0,0,0,0,0,0,0,10557.595,0,0,0,0,0,0,0,0,0,0,0,34065.23,0,0,0,0,0,30409.771,190307.06,0,0,0,0,0,0,0,0,0,25158.312,0,0,0,0,0,0,0,0,0,0,10608.541,0,0,0,0,0,0,0,0,0,0,0,34229.613,0,0,0,0,0,30556.516,60702.902
sp|Q99459|CDC5L_HUMAN,Q99459,CDC5L_HUMAN,CDC5L,802,Homo sapiens,1:Experimental evidence at protein level,Cell division cycle 5-like protein,0.9988,0.9985,3,82,82,82,1,3,2,3,0,3,2,2,3,1,4,2,2,2,0,4,0,3,2,1,2,2,2,4,2,5,2,1,2,2,0,2,2,2,1,3,0,2,4,2,1,3,2,3,0,3,2,2,3,1,4,2,2,2,0,4,0,3,2,1,2,2,2,4,2,5,2,1,2,2,0,2,2,2,1,3,0,2,4,2,1,3,2,3,0,3,2,2,3,1,4,2,2,2,0,4,0,3,2,1,2,2,2,4,2,5,2,1,2,2,0,2,2,2,1,3,0,2,4,2,412785.1,1591241.8,1439078.4,406034.44,0,1706965,692821.44,835030.3,853451.5,440678.1,2295180.2,1434554.8,1110806,582373.25,0,874368.75,0,1098749.9,904312.6,0,1938500.4,739168.06,581995,2334333,454894.72,2284031,706928.2,300646.3,702071.6,1303981.9,0,204959.33,950043,697464.56,662385.94,432980.84,538466.25,1199830,1164316.6,475625.97,412785.1,1591241.8,1439078.4,406034.44,0,1706965,692821.44,835030.3,853451.5,440678.1,2295180.2,1434554.8,1110806,582373.25,0,874368.75,0,1098749.9,904312.6,0,1938500.4,739168.06,581995,2334333,454894.72,2284031,706928.2,300646.3,702071.6,1303981.9,0,204959.33,950043,697464.56,662385.94,432980.84,538466.25,1199830,1164316.6,374024.94
sp|Q99460|PSMD1_HUMAN,Q99460,PSMD1_HUMAN,PSMD1,953,Homo sapiens,1:Experimental evidence at protein level,26S proteasome non-ATPase regulatory subunit 1,1,0.999,11,85,85,85,2,1,2,6,0,1,2,5,3,3,2,0,1,3,2,5,1,0,0,1,0,2,3,2,0,1,2,1,0,2,4,3,2,1,0,2,0,2,3,15,2,1,2,6,0,1,2,5,3,3,2,0,1,3,2,5,1,0,0,1,0,2,3,2,0,1,2,1,0,2,4,3,2,1,0,2,0,2,3,15,2,1,2,6,0,1,2,5,3,3,2,0,1,3,2,5,1,0,0,1,0,2,3,2,0,1,2,1,0,2,4,3,2,1,0,2,0,2,3,15,1.16E+08,26854.826,8.58E+07,9.93E+07,0,0,0,4.69E+07,303460.8,0,3.79E+07,0,0,6.91E+07,0,1.76E+07,2.16E+07,0,0,4.54E+07,0,0,4.76E+07,2.69E+07,0,1.77E+07,209737.39,0,0,5.54E+07,4.22E+07,3.69E+07,0,43973.707,0,0,0,2.82E+07,3.51E+07,274161.8,1.14E+08,0,8.41E+07,9.73E+07,0,0,0,4.60E+07,297448.62,0,3.71E+07,0,0,6.77E+07,0,1.73E+07,2.11E+07,0,0,4.45E+07,0,0,4.66E+07,2.64E+07,0,1.73E+07,162474.55,0,0,5.43E+07,4.14E+07,3.62E+07,0,162438.61,0,0,0,2.76E+07,3.44E+07,2.13E+07
sp|Q99466|NOTC4_HUMAN,Q99466,NOTC4_HUMAN,NOTCH4,2003,Homo sapiens,1:Experimental evidence at protein level,Neurogenic locus notch homolog protein 4,1,0.999,4,17,17,17,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,171574.64,0,0,0,63478.09,20446.512,0,0,0,0,16878.498,0,0,0,0,0,0,23019.688,44524.266,0,58003.152,0,0,30807.688,0,0,0,0,0,0,0,0,0,0,56494.227,35470.336,0,0,0,0,48886.35,0,0,0,63478.09,23487.117,0,0,0,0,19388.502,0,0,0,0,0,0,26442.95,44524.266,0,66628.81,0,0,35389.105,0,0,0,0,0,0,0,0,0,0,64895.496,40745.137,0
sp|Q99471|PFD5_HUMAN,Q99471,PFD5_HUMAN,PFDN5,154,Homo sapiens,1:Experimental evidence at protein level,Prefoldin subunit 5,0.9881,0.999,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42427.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q99497|PARK7_HUMAN,Q99497,PARK7_HUMAN,PARK7,189,Homo sapiens,1:Experimental evidence at protein level,Parkinson disease protein 7,1,0.999,15,415,415,415,3,3,13,23,2,6,3,3,15,11,5,3,7,13,13,13,2,7,14,30,15,4,6,16,6,12,8,4,8,4,13,5,13,10,7,5,8,0,8,74,3,3,13,23,2,6,3,3,15,11,5,3,7,13,13,13,2,7,14,30,15,4,6,16,6,12,8,4,8,4,13,5,13,10,7,5,8,0,8,74,3,3,13,23,2,6,3,3,15,11,5,3,7,13,13,13,2,7,14,30,15,4,6,16,6,12,8,4,8,4,13,5,13,10,7,5,8,0,8,74,329762.3,2007049.4,510849.7,1231502.9,150426.16,421801.12,225390.75,194836.7,811973.1,555610.2,279127.16,86020.41,354439.1,742277.5,1001730.75,771358,130715.125,154857.8,660338.94,3233421.8,722414.44,219784.05,199512.34,656993.2,237024.75,399961.3,660924.4,266996.8,241925.28,257628.52,617181.9,164391.94,738514.4,497697.78,362373.6,179241.44,341387.5,75995.266,406643.56,9942602,208555.36,189243.5,108269.17,235307.28,128003.04,103880.59,96361.51,83124.33,152328.38,122683.086,74896.43,146741.12,121317.53,134564.77,246688.98,168118.14,138657.42,68388.41,118992.516,399431.66,115362.78,90549.54,106544.11,114907.266,71306.29,88603.48,119325.484,157712.8,81723.15,96385.945,120316.57,96343.78,147244.47,112163.625,93790.516,154266.75,126670.55,90122.29,125150.05,1367427.2
sp|Q99519|NEUR1_HUMAN,Q99519,NEUR1_HUMAN,NEU1,415,Homo sapiens,1:Experimental evidence at protein level,Sialidase-1,1,0.999,12,468,468,468,6,17,7,8,2,21,5,11,17,17,34,5,13,10,3,15,12,6,24,1,16,11,5,25,11,17,15,11,13,14,23,3,17,12,8,13,0,7,9,4,6,17,7,8,2,21,5,11,17,17,34,5,13,10,3,15,12,6,24,1,16,11,5,25,11,17,15,11,13,14,23,3,17,12,8,13,0,7,9,4,6,17,7,8,2,21,5,11,17,17,34,5,13,10,3,15,12,6,24,1,16,11,5,25,11,17,15,11,13,14,23,3,17,12,8,13,0,7,9,4,1300489.1,755223.9,410728.12,1022968,257998.31,1012325.1,308520.25,623686.4,1315311.2,1225671.8,941114.75,490136.94,1125149.5,1107216.5,271510.12,893613.56,1365868.4,165405.47,1187474,335812.22,926337.94,733885.7,459379.8,1513472,397266.2,991025,1193807.6,653906.3,639902.9,959519.3,879468.25,307844.44,930916.3,871086.8,537696.56,597234,0,500943.56,337468.3,149719.67,246644.27,206076.66,174032.86,251938.38,167809.47,209777.53,138429.11,161807.64,268538.47,223140.11,204861.44,229472.94,276723.16,218626.72,125494.945,253728.44,276017,123096.08,207806.36,521940.75,221495.5,207125.6,194964.42,259516.12,138977.55,196481.81,263040.66,217458.69,159393.28,248454.48,170289.19,114843.766,209924.84,165296.31,197707.11,277307.78,0,175708.38,201312.17,84260.625
sp|Q99523|SORT_HUMAN,Q99523,SORT_HUMAN,SORT1,831,Homo sapiens,1:Experimental evidence at protein level,Sortilin,1,0.999,10,148,148,148,1,0,1,3,0,7,3,4,1,10,0,0,4,3,1,0,0,1,2,0,5,3,4,6,13,13,4,1,5,4,12,5,1,5,5,7,3,2,3,6,1,0,1,3,0,7,3,4,1,10,0,0,4,3,1,0,0,1,2,0,5,3,4,6,13,13,4,1,5,4,12,5,1,5,5,7,3,2,3,6,1,0,1,3,0,7,3,4,1,10,0,0,4,3,1,0,0,1,2,0,5,3,4,6,13,13,4,1,5,4,12,5,1,5,5,7,3,2,3,6,76894.53,0,28301.795,323508.4,0,250715.66,119107.23,162812.53,402784.84,172486.88,0,0,269277.3,411149.47,65983.22,0,0,38087.586,88833.41,0,166534.1,164807.64,184959.53,226428.42,269343.44,460674.28,550419.9,78660.91,171432.95,239876.69,455643.84,256093.27,48746.137,562054.2,111473.17,217391.38,184606.23,147531.27,155901.2,133049.73,116870.58,0,43015.375,123574.78,0,71435.9,77806.055,78768.26,85487,59185.01,0,0,115856.266,75926.33,100286.68,0,0,57888.62,56717.35,0,53427.316,72092.16,86395.83,76433.414,70792.22,87316.09,80931.51,86107.52,64000.465,64262.58,90011.73,83792.02,74088.35,73096.69,73002.33,91577.64,80521.5,75311.914,67211.945,55830.082
sp|Q99536|VAT1_HUMAN,Q99536,VAT1_HUMAN,VAT1,393,Homo sapiens,1:Experimental evidence at protein level,Synaptic vesicle membrane protein VAT-1 homolog,1,0.999,12,129,129,129,3,0,0,2,3,1,1,0,3,7,4,4,4,2,3,5,0,3,3,39,3,0,0,1,1,2,2,0,0,0,5,2,4,3,1,0,1,1,3,13,3,0,0,2,3,1,1,0,3,7,4,4,4,2,3,5,0,3,3,39,3,0,0,1,1,2,2,0,0,0,5,2,4,3,1,0,1,1,3,13,3,0,0,2,3,1,1,0,3,7,4,4,4,2,3,5,0,3,3,39,3,0,0,1,1,2,2,0,0,0,5,2,4,3,1,0,1,1,3,13,197731.94,0,0,334353.12,239576.9,101955.195,98397.414,27181.44,217167.89,281781.03,95283.19,173175.19,178166.16,230557.34,257546.27,368506.9,0,51508.47,156999.47,2691318.5,68914.32,21953.004,0,68388.75,21549.412,115472.16,152063.4,0,23830.318,17409.428,150155.47,48110.047,208330.06,204260.38,37361.383,0,58927.465,171039.42,125547.66,593187.4,114405.2,0,0,136841.5,124108.93,62117.617,59810.113,47267.844,87915.484,61634.28,50422.043,101714.695,74228.02,94568.27,160369.06,87758.73,0,50210.008,58319.203,454597.28,35398.6,24665.451,0,82450.19,24211.994,50213.293,54340.06,0,26774.723,30274.559,61848.117,54054.383,80949.2,81236.15,41977.645,0,66208.37,63987.613,67614.25,186677.95
sp|Q99538|LGMN_HUMAN,Q99538,LGMN_HUMAN,LGMN,433,Homo sapiens,1:Experimental evidence at protein level,Legumain,1,0.999,6,52,52,52,0,4,0,0,0,1,0,0,3,3,0,0,0,1,0,4,1,0,4,1,1,0,2,2,2,3,0,0,2,1,2,2,2,2,2,0,0,1,1,5,0,4,0,0,0,1,0,0,3,3,0,0,0,1,0,4,1,0,4,1,1,0,2,2,2,3,0,0,2,1,2,2,2,2,2,0,0,1,1,5,0,4,0,0,0,1,0,0,3,3,0,0,0,1,0,4,1,0,4,1,1,0,2,2,2,3,0,0,2,1,2,2,2,2,2,0,0,1,1,5,0,175234.77,0,0,0,66788.914,0,0,106181.22,136865.25,0,0,0,55520.84,0,129441.91,48898.395,0,145467.12,35840.137,33716.164,0,56765.8,122436.984,116128.484,130784.95,60061.816,0,107025.91,109304.92,108581.055,99830.71,128593.734,118740.47,75788.805,0,0,51797.09,82268.72,228762.83,0,104312.555,0,0,0,65249.816,0,0,68626.13,62256.59,0,0,0,54241.406,0,82320.6,47771.57,0,75070.89,81277.51,62317.6,0,128732.29,66311.664,65479.023,64985.906,58677.74,0,56499.934,69956.91,73954.67,75346.836,85655.46,78304.18,74042.31,0,0,50603.47,80372.9,97556.055
sp|Q99574|NEUS_HUMAN,Q99574,NEUS_HUMAN,SERPINI1,410,Homo sapiens,1:Experimental evidence at protein level,Neuroserpin,1,0.999,13,300,300,300,2,0,7,8,0,7,2,5,10,12,10,0,12,5,5,0,0,17,9,0,10,6,6,7,18,13,5,3,11,16,9,15,11,13,13,11,5,5,6,6,2,0,7,8,0,7,2,5,10,12,10,0,12,5,5,0,0,17,9,0,10,6,6,7,18,13,5,3,11,16,9,15,11,13,13,11,5,5,6,6,2,0,7,8,0,7,2,5,10,12,10,0,12,5,5,0,0,17,9,0,10,6,6,7,18,13,5,3,11,16,9,15,11,13,13,11,5,5,6,6,41110.266,0,334517.22,512747.06,0,489559.03,306255.1,376085.06,562432.75,543166.94,239589.69,73817.64,689953.75,579043.75,301556.1,0,0,488789.8,412923,0,519390.5,369673.06,327804.56,362878,838966.9,637150.56,410408.5,236376.69,454569.25,553280.5,640883.44,868577.8,367045.34,638992.9,505480.9,470541.75,275997.4,277052,281646.5,343512.28,86642.48,0,93394.52,117521.15,0,89929.164,77664.59,76778.336,102927.2,98903.3,79162.336,90140.414,135380.94,90674.67,113706.86,0,0,97054.836,97678.484,0,93279.46,106408.05,108318.69,85370.945,107036.09,102399.73,90192.016,95770.945,79455.664,97021.89,107465.51,138632.14,86991.48,107845.05,103637.55,136795.34,119983.31,84173.75,92560.06,82161.71
sp|Q99584|S10AD_HUMAN,Q99584,S10AD_HUMAN,S100A13,98,Homo sapiens,1:Experimental evidence at protein level,Protein S100-A13,1,0.999,4,11,11,11,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,62392.42,0,0,0,0,0,0,0,0,66347.695,35485.97,59923.3,0,0,0,0,0,0,0,0,0,0,0,51822.965,0,0,27667.148,0,0,37103.473,0,0,0,0,0,0,175211.42,0,0,0,62392.42,0,0,0,0,0,0,0,0,66347.695,35485.97,59923.3,0,0,0,0,0,0,0,0,0,0,0,51822.965,0,0,27667.148,0,0,37103.473,0,0,0,0,0,0,97835.05
sp|Q99598|TSNAX_HUMAN,Q99598,TSNAX_HUMAN,TSNAX,290,Homo sapiens,1:Experimental evidence at protein level,Translin-associated protein X,1,0.999,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573189.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52568.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316646.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52568.426
sp|Q99614|TTC1_HUMAN,Q99614,TTC1_HUMAN,TTC1,292,Homo sapiens,1:Experimental evidence at protein level,Tetratricopeptide repeat protein 1,0.8381,0.999,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57271.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q99623|PHB2_HUMAN,Q99623,PHB2_HUMAN,PHB2,299,Homo sapiens,1:Experimental evidence at protein level,Prohibitin-2,1,0.999,3,7,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,48292.723,0,0,0,0,0,0,0,0,36201.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96643.266,0,0,0,0,0,92697.87,0,0,0,0,0,0,0,0,29129.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42648.79
sp|Q99650|OSMR_HUMAN,Q99650,OSMR_HUMAN,OSMR,979,Homo sapiens,1:Experimental evidence at protein level,Oncostatin-M-specific receptor subunit beta,0.9938,0.999,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79782.34,0,0,0,47532.99,31566.867,0,0,0,0,0,0,0,0,0,0,0,0,0,237487.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79782.34,0,0,0,47532.99,31566.867,0,0,0,0,0,0,0,0,0,0,0,0,0,237487.95,0
sp|Q99674|CGRE1_HUMAN,Q99674,CGRE1_HUMAN,CGREF1,318,Homo sapiens,1:Experimental evidence at protein level,Cell growth regulator with EF hand domain protein 1,0.9997,0.999,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63534.86,0,0,0,0,0,0,0,0,0,40554.47,0,48810.227,0,26306.682,0,0,0,0,0,0,0,0,0,0,0,54085.773,0,0,0,0,0,0,0,0,0,0,0,0,0,63534.86,0,0,0,0,0,0,0,0,0,0,0,48810.227,0,0,0,0,0,0,0,0,0,0,0,0,0,54085.773,0,0,0,0,0,0,0,0
sp|Q99714|HCD2_HUMAN,Q99714,HCD2_HUMAN,HSD17B10,261,Homo sapiens,1:Experimental evidence at protein level,3-hydroxyacyl-CoA dehydrogenase type-2,1,0.999,4,9,9,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,139441.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112439.64,0,0,0,0,0,121748.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26932.129,0,79834.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70694.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
